AAAAMMDD	tMin	tMax	tMoy	djuM	djuC	tag
20060109	-5.40	3.40	-1.00	19.00	19.00	200601
20060110	-5.70	2.90	-1.40	19.40	19.40	200601
20060111	-5.70	1.60	-2.05	20.05	20.05	200601
20060112	-6.20	5.90	-0.15	18.15	18.15	200601
20060113	-8.30	5.60	-1.35	19.35	19.35	200601
20060114	-8.70	4.90	-1.90	19.90	19.90	200601
20060115	-9.30	6.30	-1.50	19.50	19.50	200601
20060116	-6.80	2.10	-2.35	20.35	20.35	200601
20060117	-0.20	7.00	3.40	14.60	14.60	200601
20060118	2.30	9.20	5.75	12.25	12.25	200601
20060119	-0.10	9.60	4.75	13.25	13.25	200601
20060120	-3.50	10.70	3.60	14.40	14.40	200601
20060121	-2.80	8.90	3.05	14.95	14.95	200601
20060122	-0.20	9.00	4.40	13.60	13.60	200601
20060123	-2.90	4.00	0.55	17.45	17.45	200601
20060124	-5.20	5.00	-0.10	18.10	18.10	200601
20060125	-6.80	7.00	0.10	17.90	17.90	200601
20060126	-5.80	2.30	-1.75	19.75	19.75	200601
20060127	-3.30	1.10	-1.10	19.10	19.10	200601
20060128	-2.30	4.10	0.90	17.10	17.10	200601
20060129	-2.50	7.30	2.40	15.60	15.60	200601
20060130	-2.80	8.50	2.85	15.15	15.15	200601
20060131	-2.90	8.90	3.00	15.00	15.00	200601
20060201	-5.10	8.70	1.80	16.20	16.20	200602
20060202	-6.00	0.40	-2.80	20.80	20.80	200602
20060203	-0.10	2.20	1.05	16.95	16.95	200602
20060204	-1.40	0.40	-0.50	18.50	18.50	200602
20060205	-2.30	-0.30	-1.30	19.30	19.30	200602
20060206	-6.00	5.60	-0.20	18.20	18.20	200602
20060207	-5.00	7.80	1.40	16.60	16.60	200602
20060208	0.60	5.00	2.80	15.20	15.20	200602
20060209	-2.00	7.80	2.90	15.10	15.10	200602
20060210	-1.40	7.40	3.00	15.00	15.00	200602
20060211	-6.30	6.90	0.30	17.70	17.70	200602
20060212	-6.60	6.20	-0.20	18.20	18.20	200602
20060213	-2.90	7.30	2.20	15.80	15.80	200602
20060214	-2.10	11.90	4.90	13.10	13.10	200602
20060215	-2.20	8.60	3.20	14.80	14.80	200602
20060216	4.90	13.80	9.35	8.65	8.65	200602
20060217	4.50	13.00	8.75	9.25	9.25	200602
20060218	5.10	11.40	8.25	9.75	9.75	200602
20060219	1.20	10.30	5.75	12.25	12.25	200602
20060220	2.20	13.30	7.75	10.25	10.25	200602
20060221	-2.10	12.50	5.20	12.80	12.80	200602
20060222	-0.30	12.70	6.20	11.80	11.80	200602
20060223	-0.50	5.20	2.35	15.65	15.65	200602
20060224	3.10	6.00	4.55	13.45	13.45	200602
20060225	2.40	10.20	6.30	11.70	11.70	200602
20060226	-1.00	11.20	5.10	12.90	12.90	200602
20060227	2.10	3.00	2.55	15.45	15.45	200602
20060228	-4.50	6.40	0.95	17.05	17.05	200602
20060301	-1.00	4.00	1.50	16.50	16.50	200603
20060302	-3.80	7.90	2.05	15.95	15.95	200603
20060303	2.30	13.00	7.65	10.35	10.35	200603
20060304	6.60	14.90	10.75	7.25	7.25	200603
20060305	0.50	4.20	2.35	15.65	15.65	200603
20060306	-1.30	6.10	2.40	15.60	15.60	200603
20060307	-2.40	8.60	3.10	14.90	14.90	200603
20060308	0.20	7.80	4.00	14.00	14.00	200603
20060309	4.10	16.20	10.15	7.85	7.85	200603
20060310	1.70	9.50	5.60	12.40	12.40	200603
20060311	0.90	5.80	3.35	14.65	14.65	200603
20060312	-0.10	3.80	1.85	16.15	16.15	200603
20060313	-4.70	4.20	-0.25	18.25	18.25	200603
20060314	-4.90	7.80	1.45	16.55	16.55	200603
20060315	-4.00	10.80	3.40	14.60	14.60	200603
20060316	-3.10	11.60	4.25	13.75	13.75	200603
20060317	-2.50	12.50	5.00	13.00	13.00	200603
20060318	-0.90	8.10	3.60	14.40	14.40	200603
20060319	3.10	10.70	6.90	11.10	11.10	200603
20060320	5.80	17.20	11.50	6.50	6.50	200603
20060321	5.70	14.00	9.85	8.15	8.15	200603
20060322	5.40	17.70	11.55	6.45	6.45	200603
20060323	6.20	17.60	11.90	6.10	6.10	200603
20060324	7.40	12.90	10.15	7.85	7.85	200603
20060325	8.40	19.10	13.75	4.25	4.39	200603
20060326	5.30	25.90	15.60	2.40	4.30	200603
20060327	13.80	22.30	18.05	0.00	1.21	200603
20060328	9.70	12.70	11.20	6.80	6.80	200603
20060329	7.00	12.90	9.95	8.05	8.05	200603
20060330	3.40	12.00	7.70	10.30	10.30	200603
20060331	10.00	21.80	15.90	2.10	2.92	200603
20060401	5.60	11.20	8.40	9.60	9.60	200604
20060402	5.30	19.10	12.20	5.80	5.92	200604
20060403	7.10	15.60	11.35	6.65	6.65	200604
20060404	1.10	18.50	9.80	8.20	8.25	200604
20060405	8.00	15.20	11.60	6.40	6.40	200604
20060406	3.70	10.60	7.15	10.85	10.85	200604
20060407	0.10	18.10	9.10	8.90	8.91	200604
20060408	2.10	21.20	11.65	6.35	6.83	200604
20060409	10.50	18.60	14.55	3.45	3.52	200604
20060410	2.60	9.40	6.00	12.00	12.00	200604
20060411	2.70	11.30	7.00	11.00	11.00	200604
20060412	2.10	11.60	6.85	11.15	11.15	200604
20060413	2.70	16.50	9.60	8.40	8.40	200604
20060414	2.50	23.50	13.00	5.00	6.04	200604
20060415	7.30	18.20	12.75	5.25	5.27	200604
20060416	8.10	17.70	12.90	5.10	5.10	200604
20060417	4.80	20.20	12.50	5.50	5.81	200604
20060418	6.00	17.90	11.95	6.05	6.05	200604
20060419	4.20	21.30	12.75	5.25	5.78	200604
20060420	5.20	24.00	14.60	3.40	4.68	200604
20060421	5.00	24.80	14.90	3.10	4.62	200604
20060422	7.00	23.90	15.45	2.55	3.89	200604
20060423	7.60	24.90	16.25	1.75	3.46	200604
20060424	7.50	24.70	16.10	1.90	3.53	200604
20060425	12.60	22.20	17.40	0.60	1.71	200604
20060426	8.10	21.90	15.00	3.00	3.77	200604
20060427	10.20	20.20	15.20	2.80	3.18	200604
20060428	12.20	17.00	14.60	3.40	3.40	200604
20060429	9.20	14.80	12.00	6.00	6.00	200604
20060430	1.50	17.60	9.55	8.45	8.45	200604
20060501	2.30	20.80	11.55	6.45	6.85	200605
20060502	6.50	24.60	15.55	2.45	3.99	200605
20060503	7.40	26.90	17.15	0.85	3.27	200605
20060504	8.10	28.40	18.25	0.00	2.82	200605
20060505	14.60	26.20	20.40	0.00	0.69	200605
20060506	10.70	17.80	14.25	3.75	3.75	200605
20060507	12.80	21.90	17.35	0.65	1.66	200605
20060508	8.70	18.80	13.75	4.25	4.34	200605
20060509	7.90	13.20	10.55	7.45	7.45	200605
20060510	5.80	11.50	8.65	9.35	9.35	200605
20060511	6.80	22.90	14.85	3.15	4.17	200605
20060512	7.70	20.50	14.10	3.90	4.31	200605
20060513	10.30	22.10	16.20	1.80	2.73	200605
20060514	10.70	24.40	17.55	0.45	2.22	200605
20060515	10.00	26.60	18.30	0.00	2.26	200605
20060516	12.00	25.90	18.95	0.00	1.57	200605
20060517	11.90	29.10	20.50	0.00	1.40	200605
20060518	15.40	25.40	20.40	0.00	0.49	200605
20060519	12.10	23.50	17.80	0.20	1.75	200605
20060520	10.30	15.40	12.85	5.15	5.15	200605
20060521	11.90	24.40	18.15	0.00	1.74	200605
20060522	10.60	28.20	19.40	0.00	1.90	200605
20060523	8.80	20.50	14.65	3.35	3.77	200605
20060524	7.20	21.00	14.10	3.90	4.41	200605
20060525	6.40	23.10	14.75	3.25	4.31	200605
20060526	9.80	25.90	17.85	0.15	2.41	200605
20060527	12.30	26.20	19.25	0.00	1.44	200605
20060528	12.30	28.40	20.35	0.00	1.30	200605
20060529	16.20	25.50	20.85	0.00	0.29	200605
20060530	8.10	15.40	11.75	6.25	6.25	200605
20060531	6.30	14.10	10.20	7.80	7.80	200605
20060601	3.70	18.10	10.90	7.10	7.11	0
20060602	7.70	17.30	12.50	5.50	5.50	0
20060603	4.20	21.50	12.85	5.15	5.73	0
20060604	6.00	24.10	15.05	2.95	4.30	0
20060605	10.80	25.00	17.90	0.10	2.11	0
20060606	8.00	24.90	16.45	1.55	3.29	0
20060607	8.70	24.30	16.50	1.50	3.07	0
20060608	8.10	26.60	17.35	0.65	3.02	0
20060609	9.80	27.90	18.85	0.00	2.22	0
20060610	11.40	29.00	20.20	0.00	1.57	0
20060611	12.30	31.30	21.80	0.00	1.17	0
20060612	14.30	29.80	22.05	0.00	0.67	0
20060613	14.20	31.20	22.70	0.00	0.66	0
20060614	14.40	31.90	23.15	0.00	0.60	0
20060615	14.40	31.90	23.15	0.00	0.60	0
20060616	16.50	30.30	23.40	0.00	0.19	0
20060617	18.10	26.00	22.05	0.00	0.00	0
20060618	12.90	27.00	19.95	0.00	1.18	0
20060619	16.60	31.70	24.15	0.00	0.17	0
20060620	19.20	29.10	24.15	0.00	0.00	0
20060621	19.30	31.30	25.30	0.00	0.00	0
20060622	16.20	25.90	21.05	0.00	0.28	0
20060623	16.10	29.20	22.65	0.00	0.27	0
20060624	15.80	29.90	22.85	0.00	0.32	0
20060625	16.50	29.20	22.85	0.00	0.19	0
20060626	15.80	28.50	22.15	0.00	0.34	0
20060627	16.10	31.50	23.80	0.00	0.25	0
20060628	16.70	30.40	23.55	0.00	0.16	0
20060629	18.90	30.40	24.65	0.00	0.00	0
20060630	15.10	30.10	22.60	0.00	0.47	0
20060701	15.10	30.50	22.80	0.00	0.46	0
20060702	15.70	31.70	23.70	0.00	0.32	0
20060703	16.30	32.70	24.50	0.00	0.21	0
20060704	17.00	33.90	25.45	0.00	0.10	0
20060705	18.10	29.80	23.95	0.00	0.00	0
20060706	16.30	23.00	19.65	0.00	0.32	0
20060707	16.50	26.00	21.25	0.00	0.22	0
20060708	14.70	28.60	21.65	0.00	0.59	0
20060709	15.30	27.00	21.15	0.00	0.48	0
20060710	14.20	30.80	22.50	0.00	0.67	0
20060711	16.90	32.70	24.80	0.00	0.12	0
20060712	18.10	32.70	25.40	0.00	0.00	0
20060713	17.00	32.00	24.50	0.00	0.11	0
20060714	17.00	31.00	24.00	0.00	0.11	0
20060715	17.00	32.00	24.50	0.00	0.11	0
20060716	18.00	32.00	25.00	0.00	0.00	0
20060717	16.00	33.20	24.60	0.00	0.26	0
20060718	16.10	32.80	24.45	0.00	0.24	0
20060719	15.70	33.90	24.80	0.00	0.31	0
20060720	19.40	34.60	27.00	0.00	0.00	0
20060721	18.10	35.40	26.75	0.00	0.00	0
20060722	17.40	33.00	25.20	0.00	0.06	0
20060723	18.70	34.20	26.45	0.00	0.00	0
20060724	18.60	34.80	26.70	0.00	0.00	0
20060725	19.30	35.40	27.35	0.00	0.00	0
20060726	18.70	35.60	27.15	0.00	0.00	0
20060727	18.50	33.60	26.05	0.00	0.00	0
20060728	17.90	30.80	24.35	0.00	0.01	0
20060729	14.70	30.20	22.45	0.00	0.56	0
20060730	16.40	31.80	24.10	0.00	0.20	0
20060731	18.20	28.50	23.35	0.00	0.00	0
20060801	19.50	28.70	24.10	0.00	0.00	0
20060802	15.80	27.10	21.45	0.00	0.36	0
20060803	15.20	19.90	17.55	0.45	0.92	0
20060804	13.40	15.40	14.40	3.60	3.60	0
20060805	14.60	23.40	19.00	0.00	0.82	0
20060806	12.50	25.10	18.80	0.00	1.45	0
20060807	12.60	26.00	19.30	0.00	1.35	0
20060808	12.10	26.90	19.50	0.00	1.46	0
20060809	13.10	26.30	19.70	0.00	1.16	0
20060810	12.20	25.50	18.85	0.00	1.53	0
20060811	11.90	23.40	17.65	0.35	1.85	0
20060812	12.50	19.00	15.75	2.25	2.39	0
20060813	12.20	17.20	14.70	3.30	3.30	0
20060814	8.80	21.70	15.25	2.75	3.49	0
20060815	7.70	24.80	16.25	1.75	3.43	0
20060816	15.40	26.70	21.05	0.00	0.46	0
20060817	15.90	28.40	22.15	0.00	0.32	0
20060818	12.00	28.70	20.35	0.00	1.39	0
20060819	16.40	29.20	22.80	0.00	0.21	0
20060820	17.10	26.00	21.55	0.00	0.11	0
20060821	12.00	25.50	18.75	0.00	1.60	0
20060822	12.10	25.60	18.85	0.00	1.55	0
20060823	11.00	28.40	19.70	0.00	1.74	0
20060824	14.20	26.20	20.20	0.00	0.81	0
20060825	10.80	25.00	17.90	0.10	2.11	0
20060826	14.10	25.00	19.55	0.00	0.90	0
20060827	13.70	23.20	18.45	0.00	1.16	0
20060828	10.20	21.00	15.60	2.40	2.99	0
20060829	13.80	19.90	16.85	1.15	1.55	0
20060830	10.90	21.10	16.00	2.00	2.64	0
20060831	7.20	22.90	15.05	2.95	3.98	0
20060901	8.30	27.00	17.65	0.35	2.89	0
20060902	10.80	25.00	17.90	0.10	2.11	0
20060903	15.70	29.50	22.60	0.00	0.35	0
20060904	15.10	30.40	22.75	0.00	0.46	0
20060905	18.50	30.30	24.40	0.00	0.00	0
20060906	16.70	31.10	23.90	0.00	0.15	0
20060907	19.50	29.40	24.45	0.00	0.00	0
20060908	17.50	22.80	20.15	0.00	0.06	0
20060909	16.60	27.90	22.25	0.00	0.18	0
20060910	15.30	30.10	22.70	0.00	0.42	0
20060911	16.90	28.60	22.75	0.00	0.13	0
20060912	13.10	28.30	20.70	0.00	1.06	0
20060913	12.90	27.70	20.30	0.00	1.15	0
20060914	16.90	24.80	20.85	0.00	0.15	0
20060915	16.80	19.00	17.90	0.10	0.37	0
20060916	15.00	23.50	19.25	0.00	0.68	0
20060917	14.90	18.70	16.80	1.20	1.31	0
20060918	15.70	22.70	19.20	0.00	0.50	0
20060919	11.70	24.20	17.95	0.05	1.84	0
20060920	13.00	26.30	19.65	0.00	1.19	0
20060921	11.00	29.80	20.40	0.00	1.65	200609
20060922	11.20	26.20	18.70	0.00	1.84	200609
20060923	14.30	25.00	19.65	0.00	0.83	200609
20060924	16.20	20.40	18.30	0.00	0.47	200609
20060925	13.10	15.30	14.20	3.80	3.80	200609
20060926	13.10	19.10	16.10	1.90	2.07	200609
20060927	14.00	22.00	18.00	0.00	1.16	200609
20060928	9.40	23.90	16.65	1.35	2.83	200609
20060929	9.70	24.80	17.25	0.75	2.58	200609
20060930	11.60	25.70	18.65	0.00	1.73	200609
20061001	16.50	23.20	19.85	0.00	0.26	200610
20061002	16.80	26.30	21.55	0.00	0.16	200610
20061003	15.00	26.80	20.90	0.00	0.56	200610
20061004	8.70	19.60	14.15	3.85	4.08	200610
20061005	6.90	19.20	13.05	4.95	5.10	200610
20061006	5.40	22.40	13.90	4.10	4.93	200610
20061007	12.10	19.50	15.80	2.20	2.45	200610
20061008	7.60	21.10	14.35	3.65	4.20	200610
20061009	6.10	23.20	14.65	3.35	4.43	200610
20061010	6.50	23.30	14.90	3.10	4.23	200610
20061011	7.00	16.90	11.95	6.05	6.05	200610
20061012	8.60	22.60	15.60	2.40	3.40	200610
20061013	11.20	21.20	16.20	1.80	2.49	200610
20061014	13.80	21.00	17.40	0.60	1.36	200610
20061015	8.60	21.60	15.10	2.90	3.61	200610
20061016	8.50	20.30	14.40	3.60	3.97	200610
20061017	4.80	19.30	12.05	5.95	6.10	200610
20061018	7.60	17.30	12.45	5.55	5.55	200610
20061019	11.90	17.90	14.90	3.10	3.10	200610
20061020	11.10	22.30	16.70	1.30	2.34	200610
20061021	13.00	21.40	17.20	0.80	1.65	200610
20061022	8.80	23.50	16.15	1.85	3.15	200610
20061023	15.20	24.10	19.65	0.00	0.59	200610
20061024	12.80	23.70	18.25	0.00	1.46	200610
20061025	6.50	21.20	13.85	4.15	4.70	200610
20061026	10.50	30.90	20.70	0.00	1.76	200610
20061027	8.80	24.40	16.60	1.40	3.01	200610
20061028	10.80	23.40	17.10	0.90	2.30	200610
20061029	8.20	19.80	14.00	4.00	4.26	200610
20061030	10.50	19.80	15.15	2.85	3.14	200610
20061031	5.80	16.80	11.30	6.70	6.70	200610
20061101	11.00	16.80	13.90	4.10	4.10	200611
20061102	3.50	11.80	7.65	10.35	10.35	200611
20061103	-3.60	10.60	3.50	14.50	14.50	200611
20061104	-3.20	10.90	3.85	14.15	14.15	200611
20061105	-3.20	10.90	3.85	14.15	14.15	200611
20061106	-3.40	13.20	4.90	13.10	13.10	200611
20061107	-2.70	14.40	5.85	12.15	12.15	200611
20061108	-1.20	16.70	7.75	10.25	10.25	200611
20061109	-0.40	16.50	8.05	9.95	9.95	200611
20061110	3.30	13.40	8.35	9.65	9.65	200611
20061111	-0.50	10.30	4.90	13.10	13.10	200611
20061112	7.00	14.00	10.50	7.50	7.50	200611
20061113	2.10	13.80	7.95	10.05	10.05	200611
20061114	2.20	19.00	10.60	7.40	7.51	200611
20061115	1.20	21.10	11.15	6.85	7.30	200611
20061116	8.90	22.60	15.75	2.25	3.27	200611
20061117	11.80	21.10	16.45	1.55	2.23	200611
20061118	4.40	17.10	10.75	7.25	7.25	200611
20061119	1.40	12.10	6.75	11.25	11.25	200611
20061120	4.70	12.10	8.40	9.60	9.60	200611
20061121	2.70	8.80	5.75	12.25	12.25	200611
20061122	4.60	10.00	7.30	10.70	10.70	200611
20061123	3.70	12.60	8.15	9.85	9.85	200611
20061124	3.40	20.60	12.00	6.00	6.37	200611
20061125	18.80	22.40	20.60	0.00	0.00	200611
20061126	7.70	18.30	13.00	5.00	5.03	200611
20061127	2.80	15.10	8.95	9.05	9.05	200611
20061128	0.70	14.80	7.75	10.25	10.25	200611
20061129	7.20	12.40	9.80	8.20	8.20	200611
20061130	6.70	14.10	10.40	7.60	7.60	200611
20061201	-0.40	12.60	6.10	11.90	11.90	200612
20061202	-0.50	10.90	5.20	12.80	12.80	200612
20061203	7.00	17.50	12.25	5.75	5.75	200612
20061204	8.00	12.40	10.20	7.80	7.80	200612
20061205	7.10	19.10	13.10	4.90	5.03	200612
20061206	7.50	14.60	11.05	6.95	6.95	200612
20061207	2.50	11.60	7.05	10.95	10.95	200612
20061208	4.70	18.00	11.35	6.65	6.65	200612
20061209	2.50	7.20	4.85	13.15	13.15	200612
20061210	0.30	8.30	4.30	13.70	13.70	200612
20061211	-2.80	8.30	2.75	15.25	15.25	200612
20061212	-2.10	10.30	4.10	13.90	13.90	200612
20061213	-2.80	7.80	2.50	15.50	15.50	200612
20061214	-4.10	7.70	1.80	16.20	16.20	200612
20061215	-4.50	7.40	1.45	16.55	16.55	200612
20061216	-3.10	8.70	2.80	15.20	15.20	200612
20061217	0.70	8.50	4.60	13.40	13.40	200612
20061218	4.50	5.40	4.95	13.05	13.05	200612
20061219	3.00	5.00	4.00	14.00	14.00	200612
20061220	1.80	6.40	4.10	13.90	13.90	200612
20061221	2.00	3.60	2.80	15.20	15.20	200612
20061222	-0.70	5.60	2.45	15.55	15.55	200612
20061223	-5.80	4.00	-0.90	18.90	18.90	200612
20061224	-5.70	3.10	-1.30	19.30	19.30	200612
20061225	-4.20	1.60	-1.30	19.30	19.30	200612
20061226	-1.20	4.50	1.65	16.35	16.35	200612
20061227	-5.30	-0.50	-2.90	20.90	20.90	200612
20061228	-6.30	7.20	0.45	17.55	17.55	200612
20061229	-6.20	7.90	0.85	17.15	17.15	200612
20061230	-3.60	14.00	5.20	12.80	12.80	200612
20061231	1.40	13.70	7.55	10.45	10.45	200612
20070101	4.90	10.70	7.80	10.20	10.20	200701
20070102	3.30	6.00	4.65	13.35	13.35	200701
20070103	0.90	8.10	4.50	13.50	13.50	200701
20070104	0.10	5.40	2.75	15.25	15.25	200701
20070105	0.70	8.50	4.60	13.40	13.40	200701
20070106	-1.00	9.10	4.05	13.95	13.95	200701
20070107	2.60	11.40	7.00	11.00	11.00	200701
20070108	3.20	8.90	6.05	11.95	11.95	200701
20070109	6.20	14.80	10.50	7.50	7.50	200701
20070110	2.20	18.60	10.40	7.60	7.66	200701
20070111	1.20	14.00	7.60	10.40	10.40	200701
20070112	6.10	14.60	10.35	7.65	7.65	200701
20070113	-1.20	12.20	5.50	12.50	12.50	200701
20070114	-1.20	11.10	4.95	13.05	13.05	200701
20070115	0.20	9.80	5.00	13.00	13.00	200701
20070116	-0.70	9.60	4.45	13.55	13.55	200701
20070117	2.90	14.80	8.85	9.15	9.15	200701
20070118	3.50	9.00	6.25	11.75	11.75	200701
20070119	5.70	16.20	10.95	7.05	7.05	200701
20070120	3.20	16.30	9.75	8.25	8.25	200701
20070121	5.10	10.40	7.75	10.25	10.25	200701
20070122	0.50	6.30	3.40	14.60	14.60	200701
20070123	0.60	4.50	2.55	15.45	15.45	200701
20070124	-2.30	-0.40	-1.35	19.35	19.35	200701
20070125	-4.00	0.60	-1.70	19.70	19.70	200701
20070126	-2.60	-0.10	-1.35	19.35	19.35	200701
20070127	-5.40	2.40	-1.50	19.50	19.50	200701
20070128	-5.00	5.10	0.05	17.95	17.95	200701
20070129	-4.00	1.30	-1.35	19.35	19.35	200701
20070130	-1.50	4.90	1.70	16.30	16.30	200701
20070131	-4.90	8.40	1.75	16.25	16.25	200701
20070201	-2.10	3.00	0.45	17.55	17.55	200702
20070202	1.20	6.00	3.60	14.40	14.40	200702
20070203	-1.70	6.20	2.25	15.75	15.75	200702
20070204	2.60	9.90	6.25	11.75	11.75	200702
20070205	-4.00	12.10	4.05	13.95	13.95	200702
20070206	0.60	7.20	3.90	14.10	14.10	200702
20070207	3.00	9.70	6.35	11.65	11.65	200702
20070208	1.50	7.90	4.70	13.30	13.30	200702
20070209	-2.10	13.30	5.60	12.40	12.40	200702
20070210	-1.70	5.70	2.00	16.00	16.00	200702
20070211	0.80	10.10	5.45	12.55	12.55	200702
20070212	3.90	9.70	6.80	11.20	11.20	200702
20070213	4.50	11.60	8.05	9.95	9.95	200702
20070214	-0.80	10.40	4.80	13.20	13.20	200702
20070215	5.10	13.50	9.30	8.70	8.70	200702
20070216	-2.00	15.20	6.60	11.40	11.40	200702
20070217	-0.40	8.00	3.80	14.20	14.20	200702
20070218	2.60	10.30	6.45	11.55	11.55	200702
20070219	-1.10	14.40	6.65	11.35	11.35	200702
20070220	-1.70	17.20	7.75	10.25	10.25	200702
20070221	-1.30	11.70	5.20	12.80	12.80	200702
20070222	-0.10	16.70	8.30	9.70	9.70	200702
20070223	0.70	18.00	9.35	8.65	8.65	200702
20070224	6.60	15.20	10.90	7.10	7.10	200702
20070225	7.10	10.10	8.60	9.40	9.40	200702
20070226	5.70	8.70	7.20	10.80	10.80	200702
20070227	2.80	12.00	7.40	10.60	10.60	200702
20070228	6.00	17.80	11.90	6.10	6.10	200702
20070301	4.40	11.50	7.95	10.05	10.05	200703
20070302	8.40	15.40	11.90	6.10	6.10	200703
20070303	9.30	15.30	12.30	5.70	5.70	200703
20070304	3.10	18.80	10.95	7.05	7.13	200703
20070305	7.30	10.80	9.05	8.95	8.95	200703
20070306	1.00	17.80	9.40	8.60	8.60	200703
20070307	5.90	16.00	10.95	7.05	7.05	200703
20070308	5.80	11.60	8.70	9.30	9.30	200703
20070309	1.50	13.80	7.65	10.35	10.35	200703
20070310	5.90	12.00	8.95	9.05	9.05	200703
20070311	-1.70	13.90	6.10	11.90	11.90	200703
20070312	-0.50	17.90	8.70	9.30	9.30	200703
20070313	0.40	18.90	9.65	8.35	8.44	200703
20070314	1.70	18.80	10.25	7.75	7.83	200703
20070315	2.10	20.60	11.35	6.65	7.01	200703
20070316	2.50	19.60	11.05	6.95	7.14	200703
20070317	5.10	15.40	10.25	7.75	7.75	200703
20070318	3.40	17.90	10.65	7.35	7.35	200703
20070319	0.40	8.80	4.60	13.40	13.40	200703
20070320	0.40	5.60	3.00	15.00	15.00	200703
20070321	1.40	8.80	5.10	12.90	12.90	200703
20070322	-0.60	7.80	3.60	14.40	14.40	200703
20070323	1.30	8.50	4.90	13.10	13.10	200703
20070324	0.40	7.60	4.00	14.00	14.00	200703
20070325	2.90	12.60	7.75	10.25	10.25	200703
20070326	0.50	17.20	8.85	9.15	9.15	200703
20070327	0.60	17.40	9.00	9.00	9.00	200703
20070328	0.90	18.30	9.60	8.40	8.43	200703
20070329	5.00	18.30	11.65	6.35	6.38	200703
20070330	2.50	14.50	8.50	9.50	9.50	200703
20070331	-1.60	10.30	4.35	13.65	13.65	200703
20070401	1.00	14.70	7.85	10.15	10.15	200704
20070402	3.40	20.70	12.05	5.95	6.34	200704
20070403	7.10	18.80	12.95	5.05	5.14	200704
20070404	6.30	11.30	8.80	9.20	9.20	200704
20070405	7.60	16.20	11.90	6.10	6.10	200704
20070406	2.70	20.50	11.60	6.40	6.75	200704
20070407	3.70	22.70	13.20	4.80	5.66	200704
20070408	7.10	21.80	14.45	3.55	4.27	200704
20070409	5.60	23.10	14.35	3.65	4.68	200704
20070410	5.70	24.20	14.95	3.05	4.42	200704
20070411	6.60	25.00	15.80	2.20	3.88	200704
20070412	8.30	23.10	15.70	2.30	3.45	200704
20070413	9.70	22.70	16.20	1.80	2.89	200704
20070414	11.30	23.40	17.35	0.65	2.09	200704
20070415	6.90	27.30	17.10	0.90	3.42	200704
20070416	7.50	28.30	17.90	0.10	3.07	200704
20070417	8.70	27.80	18.25	0.00	2.65	200704
20070418	8.50	22.40	15.45	2.55	3.49	200704
20070419	9.60	24.40	17.00	1.00	2.67	200704
20070420	7.30	26.50	16.90	1.10	3.36	200704
20070421	10.20	27.10	18.65	0.00	2.14	200704
20070422	8.80	27.70	18.25	0.00	2.62	200704
20070423	7.90	28.40	18.15	0.00	2.90	200704
20070424	8.40	28.90	18.65	0.00	2.66	200704
20070425	9.90	28.30	19.10	0.00	2.15	200704
20070426	13.10	24.60	18.85	0.00	1.27	200704
20070427	9.30	24.50	16.90	1.10	2.79	200704
20070428	8.20	26.10	17.15	0.85	3.04	200704
20070429	11.80	26.10	18.95	0.00	1.63	200704
20070430	10.90	22.70	16.80	1.20	2.36	200704
20070501	11.70	22.60	17.15	0.85	2.03	200705
20070502	9.60	18.10	13.85	4.15	4.16	200705
20070503	8.20	19.20	13.70	4.30	4.45	200705
20070504	9.40	16.60	13.00	5.00	5.00	200705
20070505	10.90	13.60	12.25	5.75	5.75	200705
20070506	11.40	21.40	16.40	1.60	2.36	200705
20070507	7.30	22.40	14.85	3.15	4.04	200705
20070508	13.90	22.30	18.10	0.00	1.17	200705
20070509	12.50	23.90	18.20	0.00	1.55	200705
20070510	7.80	28.60	18.20	0.00	2.92	200705
20070511	11.80	24.60	18.20	0.00	1.76	200705
20070512	14.60	26.10	20.35	0.00	0.69	200705
20070513	10.40	28.60	19.50	0.00	1.94	200705
20070514	10.00	17.90	13.95	4.05	4.05	200705
20070515	7.70	16.10	11.90	6.10	6.10	200705
20070516	4.10	17.10	10.60	7.40	7.40	200705
20070517	10.10	14.60	12.35	5.65	5.65	200705
20070518	11.50	23.80	17.65	0.35	1.96	200705
20070519	9.40	27.50	18.45	0.00	2.40	200705
20070520	15.50	28.50	22.00	0.00	0.40	200705
20070521	13.70	26.10	19.90	0.00	0.97	200705
20070522	13.40	29.40	21.40	0.00	0.92	200705
20070523	14.50	30.40	22.45	0.00	0.60	200705
20070524	14.30	28.90	21.60	0.00	0.69	200705
20070525	13.50	32.30	22.90	0.00	0.81	200705
20070526	13.40	22.50	17.95	0.05	1.34	200705
20070527	14.20	21.70	17.95	0.05	1.11	200705
20070528	8.50	15.20	11.85	6.15	6.15	200705
20070529	8.40	14.90	11.65	6.35	6.35	200705
20070530	3.30	22.80	13.05	4.95	5.83	200705
20070531	10.90	21.90	16.40	1.60	2.49	200705
20070601	10.00	16.90	13.45	4.55	4.55	0
20070602	11.00	18.70	14.85	3.15	3.23	0
20070603	13.20	23.80	18.50	0.00	1.30	0
20070604	11.80	26.10	18.95	0.00	1.63	0
20070605	14.30	24.90	19.60	0.00	0.84	0
20070606	16.20	26.10	21.15	0.00	0.28	0
20070607	15.80	26.50	21.15	0.00	0.37	0
20070608	15.80	27.70	21.75	0.00	0.35	0
